,_id,name,category,description,latitude,longitude,founded_year,total_money_raised,raised_amount,currency,address,zip_code,city
601,52cdef7c4bab8bd675297f78,CircleUp,finance,Equity-based Crowdfunding,,,2011.0,$9M,9000000.0,USD,,,San Francisco
625,52cdef7c4bab8bd675297f94,PeekYou,search,,40.757929,-73.985506,2012.0,$1.83M,1825000.0,USD,,,New York
638,52cdef7c4bab8bd675297f9e,GENWI,mobile,Cloud Publishing for Mobile,33.8171,-111.9035,2010.0,$7.1M,7100000.0,USD,4966 El Camino Real,94022,Los Altos
712,52cdef7c4bab8bd675297fec,Fixya,web,Tech Support Community,37.566879,-122.323895,2013.0,$8M,8000000.0,USD,One Franklin Parkway,94401,San Mateo
737,52cdef7c4bab8bd675298009,Mobovivo,mobile,Second screen apps for TV and sports.,,,2009.0,C$1M,1000000.0,CAD,1400 700 2nd St SW,T2P 4V5,Calgary
1177,52cdef7c4bab8bd6752981a0,Pinger,messaging,,,,2012.0,$18.5M,18500000.0,USD,97 S. 2nd Street,95113,San Jose
1228,52cdef7c4bab8bd6752981d8,Widgetbox,other,Application creation and distribution,37.798853,-122.398599,2012.0,$14.5M,14500000.0,USD,,94111,San Francisco
1233,52cdef7c4bab8bd6752981dc,RazorGator,ecommerce,online ticket reselling,34.047312,-118.445243,2011.0,$58.8M,58800000.0,USD,11150 Santa Monica Blvd. Suite 500,90025,Los Angeles
1540,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,37.446823,-122.161523,2011.0,$17.1M,17100000.0,USD,9570 W. Pico Blvd 3rd Floor,90035,Los Angeles
1541,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,34.0698494,-118.4054182,2011.0,$17.1M,17100000.0,USD,9606 S. Santa Monica Blvd,90210,Beverly Hills
2006,52cdef7c4bab8bd675298509,Skydeck,mobile,photos social mobile messaging,37.5645375,-122.3254705,2012.0,$4M,4000000.0,USD,330 Waverley St.,94301,Palo Alto
2295,52cdef7c4bab8bd675298608,Magento,ecommerce,eCommerce Platform,34.052187,-118.243425,2010.0,$22.5M,22500000.0,USD,,,Los Angeles
2368,52cdef7c4bab8bd67529865e,TeamSnap,mobile,sports teams online,,,2009.0,$5.08M,5077276.0,USD,1035 Pearl St.,80302,Boulder
3108,52cdef7d4bab8bd675298970,Pixsta,web,Visual Search for ecommerce,51.51819,-0.208979,2010.0,£3M,3000000.0,,9 Thorpe Close,W10 5XL,London
3877,52cdef7d4bab8bd675298ce2,BrandYourself,web,Take Control of Your Own Search Results,42.275263,-71.24762,2009.0,$1.5M,1500000.0,USD,120 Walker St,10013,New York
4096,52cdef7d4bab8bd675298dcc,Titan Gaming,games_video,,53.544711,-113.515769,2010.0,$1M,1000000.0,USD,"1351 4th Street, 4th floor",90401,Santa Monica
4446,52cdef7d4bab8bd675298f74,SiSense,analytics,Big Data Analytics,,,2010.0,$10M,10000000.0,USD,36 Hanamal st.,,Tel Aviv
4447,52cdef7d4bab8bd675298f74,SiSense,analytics,Big Data Analytics,,,2010.0,$10M,10000000.0,USD,14 Wall Street,,NYC
5312,52cdef7d4bab8bd6752993a7,Prezi,software,Presentation Software,47.490346,19.059078,2009.0,$14.3M,14260000.0,USD,Nagymező utca 54-56,1065,Budapest
5313,52cdef7d4bab8bd6752993a7,Prezi,software,Presentation Software,,,2009.0,$14.3M,14260000.0,USD,735 Montgomery Street,94111,San Francisco
5409,52cdef7d4bab8bd675299413,Garena,web,Global online gaming community,,,2009.0,$2M,2000000.0,USD,,,Singapore
5410,52cdef7d4bab8bd675299413,Garena,web,Global online gaming community,,,2009.0,$2M,2000000.0,USD,,,Taipei
5411,52cdef7d4bab8bd675299413,Garena,web,Global online gaming community,,,2009.0,$2M,2000000.0,USD,,,Hanoi
5412,52cdef7d4bab8bd675299413,Garena,web,Global online gaming community,,,2009.0,$2M,2000000.0,USD,,,Ho Chi Minh City
5536,52cdef7d4bab8bd6752994a6,GetYourGuide,travel,Booking website for tours & activities,47.3912899,8.5082891,2009.0,$16M,16000000.0,USD,GetYourGuide AG,8005,Zurich
5537,52cdef7d4bab8bd6752994a6,GetYourGuide,travel,Booking website for tours & activities,,,2009.0,$16M,16000000.0,USD,GetYourGuide GmbH,10409,Berlin
5538,52cdef7d4bab8bd6752994a6,GetYourGuide,travel,Booking website for tours & activities,,,2009.0,$16M,16000000.0,USD,GetYourGuide,89032,Las Vegas
5710,52cdef7d4bab8bd675299583,Integrate,software,Marketing Software and Media Services,40.7481039,-74.0353787,2010.0,$34.8M,34750000.0,USD,4900 N. Scottsdale Road,85251,Scottsdale
5711,52cdef7d4bab8bd675299583,Integrate,software,Marketing Software and Media Services,,,2010.0,$34.8M,34750000.0,USD,1821 Blake St.,80202,Denver
5712,52cdef7d4bab8bd675299583,Integrate,software,Marketing Software and Media Services,,,2010.0,$34.8M,34750000.0,USD,23 Geary St,94104,San Francisco
5713,52cdef7d4bab8bd675299583,Integrate,software,Marketing Software and Media Services,,,2010.0,$34.8M,34750000.0,USD,239 South Street,01748,Hopkinton
5809,52cdef7d4bab8bd6752995ff,travelmob,travel,Social Stay Marketplace,21.303049,-157.78907,2011.0,$1M,1000000.0,USD,71 Ayer Rajah Crescent,139951,Singapore
5856,52cdef7d4bab8bd675299636,UsingMiles,travel,Award+Cash Travel Meta Search ,39.749671,-104.9998449,2010.0,$3.27M,3265000.0,USD,1514 Blake St,80202,Denver
6003,52cdef7d4bab8bd6752996f5,Burt,advertising,Digital Intelligence Service,59.337864,18.036587,2009.0,$3.5M,3500000.0,USD,Karl Gustavsgatan 1A,41125,Gothenburg
6246,52cdef7d4bab8bd67529980b,Inuvo,advertising,Performance-based advertising,27.913011,-82.702449,2009.0,$4.2M,4200000.0,USD,15500 Lightwave Dr.,33760,Clearwater
